Appl,Browser,CLDR Short Name,Code,DCM,FB,GMail,Goog,Joy,KDDI,SB,Sams,Twtr,Wind,№
1502,U+0031 U+FE0F U+20E3,1️⃣,,,,,,,,,,,,keycap: 1
1503,U+0032 U+FE0F U+20E3,2️⃣,,,,,,,,,,,,keycap: 2
1504,U+0033 U+FE0F U+20E3,3️⃣,,,,,,,,,,,,keycap: 3
1505,U+0034 U+FE0F U+20E3,4️⃣,,,,,,,,,,,,keycap: 4
1506,U+0035 U+FE0F U+20E3,5️⃣,,,,,,,,,,,,keycap: 5
1507,U+0036 U+FE0F U+20E3,6️⃣,,,,,,,,,,,,keycap: 6
1508,U+0037 U+FE0F U+20E3,7️⃣,,,,,,,,,,,,keycap: 7
1509,U+0038 U+FE0F U+20E3,8️⃣,,,,,,,,,,,,keycap: 8
1510,U+0039 U+FE0F U+20E3,9️⃣,,,,,,,,,,,,keycap: 9
1511,U+1F51F,🔟,,,,,,,,,—,—,,keycap: 10
alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum,alphanum
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1512,U+1F520,🔠,,,,,,,,,—,—,,input latin uppercase
1513,U+1F521,🔡,,,,,,,,,—,—,,input latin lowercase
1514,U+1F522,🔢,,,,,,,,,—,—,,input numbers
1515,U+1F523,🔣,,,,,,,,,—,—,,input symbols
1516,U+1F524,🔤,,,,,,,,,—,—,,input latin letters
1517,U+1F170,🅰,,,,,,,,,,—,,A button (blood type)
1518,U+1F18E,🆎,,,,,,,,,,—,,AB button (blood type)
1519,U+1F171,🅱,,,,,,,,,,—,,B button (blood type)
1520,U+1F191,🆑,,,,,,,,,—,,,CL button
1521,U+1F192,🆒,,,,,,,,,,—,,COOL button
1522,U+1F193,🆓,,,,,,,,,—,,,FREE button
1523,U+2139,ℹ,,,,,,,,,—,—,,information
1524,U+1F194,🆔,,,,,,,,,,,,ID button
1525,U+24C2,Ⓜ,,,,,,,,,—,,—,circled M
1526,U+1F195,🆕,,,,,,,,,,,,NEW button
1527,U+1F196,🆖,,,,,,,,,—,,—,NG button
1528,U+1F17E,🅾,,,,,,,,,,—,,O button (blood type)
1529,U+1F197,🆗,,,,,,,,,,,,OK button
1530,U+1F17F,🅿,,,,,,,,,,,,P button
1531,U+1F198,🆘,,,,,,,,,—,—,,SOS button
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1532,U+1F199,🆙,,,,,,,,,,—,,UP! button
1533,U+1F19A,🆚,,,,,,,,,,—,,VS button
1534,U+1F201,🈁,,,,,,,,,,—,—,Japanese “here” button
1535,U+1F202,🈂,,,,,,,,,,—,,Japanese “service charge” button
1536,U+1F237,🈷,,,,,,,,,,—,—,Japanese “monthly amount” button
1537,U+1F236,🈶,,,,,,,,,,—,—,Japanese “not free of charge” button
1538,U+1F22F,🈯,,,,,,,,,,—,,Japanese “reserved” button
1539,U+1F250,🉐,,,,,,,,,,—,,Japanese “bargain” button
1540,U+1F239,🈹,,,,,,,,,,—,,Japanese “discount” button
1541,U+1F21A,🈚,,,,,,,,,,—,—,Japanese “free of charge” button
1542,U+1F232,🈲,,,,,,,,,—,,—,Japanese “prohibited” button
1543,U+1F251,🉑,,,,,,,,,—,—,,Japanese “acceptable” button
1544,U+1F238,🈸,,,,,,,,,,—,—,Japanese “application” button
1545,U+1F234,🈴,,,,,,,,,—,,—,Japanese “passing grade” button
1546,U+1F233,🈳,,,,,,,,,,,,Japanese “vacancy” button
1547,U+3297,㊗,,,,,,,,,,—,,Japanese “congratulations” button
1548,U+3299,㊙,,,,,,,,,,,,Japanese “secret” button
1549,U+1F23A,🈺,,,,,,,,,,—,,Japanese “open for business” button
1550,U+1F235,🈵,,,,,,,,,,,,Japanese “no vacancy” button
geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric,geometric
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1551,U+1F534,🔴,,,,,,,,,,—,,red circle
1552,U+1F7E0,🟠,,,,,,,,—,—,—,—,orange circle
1553,U+1F7E1,🟡,,,,,,,,—,—,—,—,yellow circle
1554,U+1F7E2,🟢,,,,,,,,—,—,—,—,green circle
1555,U+1F535,🔵,,,,,,,,,—,—,,blue circle
1556,U+1F7E3,🟣,,,,,,,,—,—,—,—,purple circle
1557,U+1F7E4,🟤,,,,,,,,—,—,—,—,brown circle
1558,U+26AB,⚫,,,,,,,,,—,—,,black circle
1559,U+26AA,⚪,,,,,,,,,—,—,,white circle
1560,U+1F7E5,🟥,,,,,,,,—,—,—,—,red square
1561,U+1F7E7,🟧,,,,,,,,—,—,—,—,orange square
1562,U+1F7E8,🟨,,,,,,,,—,—,—,—,yellow square
1563,U+1F7E9,🟩,,,,,,,,—,—,—,—,green square
1564,U+1F7E6,🟦,,,,,,,,—,—,—,—,blue square
1565,U+1F7EA,🟪,,,,,,,,—,—,—,—,purple square
1566,U+1F7EB,🟫,,,,,,,,—,—,—,—,brown square
1567,U+2B1B,⬛,,,,,,,,—,—,—,,black large square
1568,U+2B1C,⬜,,,,,,,,—,—,—,,white large square
1569,U+25FC,◼,,,,,,,,,—,—,,black medium square
1570,U+25FB,◻,,,,,,,,,—,—,,white medium square
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1571,U+25FE,◾,,,,,,,,,—,—,,black medium-small square
1572,U+25FD,◽,,,,,,,,,—,—,,white medium-small square
1573,U+25AA,▪,,,,,,,,,—,—,,black small square
1574,U+25AB,▫,,,,,,,,,—,—,,white small square
1575,U+1F536,🔶,,,,,,,,,—,—,,large orange diamond
1576,U+1F537,🔷,,,,,,,,,—,—,,large blue diamond
1577,U+1F538,🔸,,,,,,,,,—,—,,small orange diamond
1578,U+1F539,🔹,,,,,,,,,—,—,,small blue diamond
1579,U+1F53A,🔺,,,,,,,,,—,—,,red triangle pointed up
1580,U+1F53B,🔻,,,,,,,,,—,—,,red triangle pointed down
1581,U+1F4A0,💠,,,,,,,,,—,,—,diamond with a dot
1582,U+1F518,🔘,,,,,,,,,—,—,,radio button
1583,U+1F533,🔳,,,,,,,,,,—,—,white square button
1584,U+1F532,🔲,,,,,,,,—,,—,—,black square button
Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags,Flags
flag,flag,flag,flag,flag,flag,flag,flag,flag,flag,flag,flag,flag,flag,flag
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1585,U+1F3C1,🏁,,,,,,,,,,,,chequered flag
1586,U+1F6A9,🚩,,,,,,,,,—,,,triangular flag
1587,U+1F38C,🎌,,,,,,,—,,,—,,crossed flags
1588,U+1F3F4,🏴,,,,,,,,—,—,—,—,black flag
1589,U+1F3F3,🏳,,,,,,,,—,—,—,—,white flag
1590,U+1F3F3 U+FE0F U+200D U+1F308,🏳️‍🌈,,,,,,,,—,—,—,—,rainbow flag
1591,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,🏳️‍⚧️,,,,—,,,—,—,—,—,—,transgender flag
1592,U+1F3F4 U+200D U+2620 U+FE0F,🏴‍☠️,,,,,,,,—,—,—,—,pirate flag
country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag,country-flag
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1593,U+1F1E6 U+1F1E8,🇦🇨,,,,—,,,,—,—,—,—,flag: Ascension Island
1594,U+1F1E6 U+1F1E9,🇦🇩,,,,—,,,,—,—,—,—,flag: Andorra
1595,U+1F1E6 U+1F1EA,🇦🇪,,,,—,,,,—,—,—,—,flag: United Arab Emirates
1596,U+1F1E6 U+1F1EB,🇦🇫,,,,—,,,,—,—,—,—,flag: Afghanistan
1597,U+1F1E6 U+1F1EC,🇦🇬,,,,—,,,,—,—,—,—,flag: Antigua & Barbuda
1598,U+1F1E6 U+1F1EE,🇦🇮,,,,—,,,,—,—,—,—,flag: Anguilla
1599,U+1F1E6 U+1F1F1,🇦🇱,,,,—,,,,—,—,—,—,flag: Albania
1600,U+1F1E6 U+1F1F2,🇦🇲,,,,—,,,,—,—,—,—,flag: Armenia
1601,U+1F1E6 U+1F1F4,🇦🇴,,,,—,,,,—,—,—,—,flag: Angola
1602,U+1F1E6 U+1F1F6,🇦🇶,,,,—,,,,—,—,—,—,flag: Antarctica
1603,U+1F1E6 U+1F1F7,🇦🇷,,,,—,,,,—,—,—,—,flag: Argentina
1604,U+1F1E6 U+1F1F8,🇦🇸,,,,—,,,,—,—,—,—,flag: American Samoa
1605,U+1F1E6 U+1F1F9,🇦🇹,,,,—,,,,—,—,—,—,flag: Austria
1606,U+1F1E6 U+1F1FA,🇦🇺,,,,—,,,,—,—,—,—,flag: Australia
1607,U+1F1E6 U+1F1FC,🇦🇼,,,,—,,,,—,—,—,—,flag: Aruba
1608,U+1F1E6 U+1F1FD,🇦🇽,,,,—,,,,—,—,—,—,flag: Åland Islands
1609,U+1F1E6 U+1F1FF,🇦🇿,,,,—,,,,—,—,—,—,flag: Azerbaijan
1610,U+1F1E7 U+1F1E6,🇧🇦,,,,—,,,,—,—,—,—,flag: Bosnia & Herzegovina
1611,U+1F1E7 U+1F1E7,🇧🇧,,,,—,,,,—,—,—,—,flag: Barbados
1612,U+1F1E7 U+1F1E9,🇧🇩,,,,—,,,,—,—,—,—,flag: Bangladesh
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1613,U+1F1E7 U+1F1EA,🇧🇪,,,,—,,,,—,—,—,—,flag: Belgium
1614,U+1F1E7 U+1F1EB,🇧🇫,,,,—,,,,—,—,—,—,flag: Burkina Faso
1615,U+1F1E7 U+1F1EC,🇧🇬,,,,—,,,,—,—,—,—,flag: Bulgaria
1616,U+1F1E7 U+1F1ED,🇧🇭,,,,—,,,,—,—,—,—,flag: Bahrain
1617,U+1F1E7 U+1F1EE,🇧🇮,,,,—,,,,—,—,—,—,flag: Burundi
1618,U+1F1E7 U+1F1EF,🇧🇯,,,,—,,,,—,—,—,—,flag: Benin
1619,U+1F1E7 U+1F1F1,🇧🇱,,,,—,,,,—,—,—,—,flag: St. Barthélemy
1620,U+1F1E7 U+1F1F2,🇧🇲,,,,—,,,,—,—,—,—,flag: Bermuda
1621,U+1F1E7 U+1F1F3,🇧🇳,,,,—,,,,—,—,—,—,flag: Brunei
1622,U+1F1E7 U+1F1F4,🇧🇴,,,,—,,,,—,—,—,—,flag: Bolivia
1623,U+1F1E7 U+1F1F6,🇧🇶,,,,—,,,,—,—,—,—,flag: Caribbean Netherlands
1624,U+1F1E7 U+1F1F7,🇧🇷,,,,—,,,,—,—,—,—,flag: Brazil
1625,U+1F1E7 U+1F1F8,🇧🇸,,,,—,,,,—,—,—,—,flag: Bahamas
1626,U+1F1E7 U+1F1F9,🇧🇹,,,,—,,,,—,—,—,—,flag: Bhutan
1627,U+1F1E7 U+1F1FB,🇧🇻,,,,—,,,,—,—,—,—,flag: Bouvet Island
1628,U+1F1E7 U+1F1FC,🇧🇼,,,,—,,,,—,—,—,—,flag: Botswana
1629,U+1F1E7 U+1F1FE,🇧🇾,,,,—,,,,—,—,—,—,flag: Belarus
1630,U+1F1E7 U+1F1FF,🇧🇿,,,,—,,,,—,—,—,—,flag: Belize
1631,U+1F1E8 U+1F1E6,🇨🇦,,,,—,,,,—,—,—,—,flag: Canada
1632,U+1F1E8 U+1F1E8,🇨🇨,,,,—,,,,—,—,—,—,flag: Cocos (Keeling) Islands
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1633,U+1F1E8 U+1F1E9,🇨🇩,,,,—,,,,—,—,—,—,flag: Congo - Kinshasa
1634,U+1F1E8 U+1F1EB,🇨🇫,,,,—,,,,—,—,—,—,flag: Central African Republic
1635,U+1F1E8 U+1F1EC,🇨🇬,,,,—,,,,—,—,—,—,flag: Congo - Brazzaville
1636,U+1F1E8 U+1F1ED,🇨🇭,,,,—,,,,—,—,—,—,flag: Switzerland
1637,U+1F1E8 U+1F1EE,🇨🇮,,,,—,,,,—,—,—,—,flag: Côte d’Ivoire
1638,U+1F1E8 U+1F1F0,🇨🇰,,,,—,,,,—,—,—,—,flag: Cook Islands
1639,U+1F1E8 U+1F1F1,🇨🇱,,,,—,,,,—,—,—,—,flag: Chile
1640,U+1F1E8 U+1F1F2,🇨🇲,,,,—,,,,—,—,—,—,flag: Cameroon
1641,U+1F1E8 U+1F1F3,🇨🇳,,,,—,,,,,,—,,flag: China
1642,U+1F1E8 U+1F1F4,🇨🇴,,,,—,,,,—,—,—,—,flag: Colombia
1643,U+1F1E8 U+1F1F5,🇨🇵,,,,—,,,,—,—,—,—,flag: Clipperton Island
1644,U+1F1E8 U+1F1F7,🇨🇷,,,,—,,,,—,—,—,—,flag: Costa Rica
1645,U+1F1E8 U+1F1FA,🇨🇺,,,,—,,,,—,—,—,—,flag: Cuba
1646,U+1F1E8 U+1F1FB,🇨🇻,,,,—,,,,—,—,—,—,flag: Cape Verde
1647,U+1F1E8 U+1F1FC,🇨🇼,,,,—,,,,—,—,—,—,flag: Curaçao
1648,U+1F1E8 U+1F1FD,🇨🇽,,,,—,,,,—,—,—,—,flag: Christmas Island
1649,U+1F1E8 U+1F1FE,🇨🇾,,,,—,,,,—,—,—,—,flag: Cyprus
1650,U+1F1E8 U+1F1FF,🇨🇿,,,,—,,,,—,—,—,—,flag: Czechia
1651,U+1F1E9 U+1F1EA,🇩🇪,,,,—,,,,,,—,,flag: Germany
1652,U+1F1E9 U+1F1EC,🇩🇬,,,,—,,,,—,—,—,—,flag: Diego Garcia
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1653,U+1F1E9 U+1F1EF,🇩🇯,,,,—,,,,—,—,—,—,flag: Djibouti
1654,U+1F1E9 U+1F1F0,🇩🇰,,,,—,,,,—,—,—,—,flag: Denmark
1655,U+1F1E9 U+1F1F2,🇩🇲,,,,—,,,,—,—,—,—,flag: Dominica
1656,U+1F1E9 U+1F1F4,🇩🇴,,,,—,,,,—,—,—,—,flag: Dominican Republic
1657,U+1F1E9 U+1F1FF,🇩🇿,,,,—,,,,—,—,—,—,flag: Algeria
1658,U+1F1EA U+1F1E6,🇪🇦,,,,—,,,,—,—,—,—,flag: Ceuta & Melilla
1659,U+1F1EA U+1F1E8,🇪🇨,,,,—,,,,—,—,—,—,flag: Ecuador
1660,U+1F1EA U+1F1EA,🇪🇪,,,,—,,,,—,—,—,—,flag: Estonia
1661,U+1F1EA U+1F1EC,🇪🇬,,,,—,,,,—,—,—,—,flag: Egypt
1662,U+1F1EA U+1F1ED,🇪🇭,,,,—,,,,—,—,—,—,flag: Western Sahara
1663,U+1F1EA U+1F1F7,🇪🇷,,,,—,,,,—,—,—,—,flag: Eritrea
1664,U+1F1EA U+1F1F8,🇪🇸,,,,—,,,,,,—,,flag: Spain
1665,U+1F1EA U+1F1F9,🇪🇹,,,,—,,,,—,—,—,—,flag: Ethiopia
1666,U+1F1EA U+1F1FA,🇪🇺,,,,—,,,,—,—,—,—,flag: European Union
1667,U+1F1EB U+1F1EE,🇫🇮,,,,—,,,,—,—,—,—,flag: Finland
1668,U+1F1EB U+1F1EF,🇫🇯,,,,—,,,,—,—,—,—,flag: Fiji
1669,U+1F1EB U+1F1F0,🇫🇰,,,,—,,,,—,—,—,—,flag: Falkland Islands
1670,U+1F1EB U+1F1F2,🇫🇲,,,,—,,,,—,—,—,—,flag: Micronesia
1671,U+1F1EB U+1F1F4,🇫🇴,,,,—,,,,—,—,—,—,flag: Faroe Islands
1672,U+1F1EB U+1F1F7,🇫🇷,,,,—,,,,,,—,,flag: France
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1673,U+1F1EC U+1F1E6,🇬🇦,,,,—,,,,—,—,—,—,flag: Gabon
1674,U+1F1EC U+1F1E7,🇬🇧,,,,—,,,,,,—,,flag: United Kingdom
1675,U+1F1EC U+1F1E9,🇬🇩,,,,—,,,,—,—,—,—,flag: Grenada
1676,U+1F1EC U+1F1EA,🇬🇪,,,,—,,,,—,—,—,—,flag: Georgia
1677,U+1F1EC U+1F1EB,🇬🇫,,,,—,,,,—,—,—,—,flag: French Guiana
1678,U+1F1EC U+1F1EC,🇬🇬,,,,—,,,,—,—,—,—,flag: Guernsey
1679,U+1F1EC U+1F1ED,🇬🇭,,,,—,,,,—,—,—,—,flag: Ghana
1680,U+1F1EC U+1F1EE,🇬🇮,,,,—,,,,—,—,—,—,flag: Gibraltar
1681,U+1F1EC U+1F1F1,🇬🇱,,,,—,,,,—,—,—,—,flag: Greenland
1682,U+1F1EC U+1F1F2,🇬🇲,,,,—,,,,—,—,—,—,flag: Gambia
1683,U+1F1EC U+1F1F3,🇬🇳,,,,—,,,,—,—,—,—,flag: Guinea
1684,U+1F1EC U+1F1F5,🇬🇵,,,,—,,,,—,—,—,—,flag: Guadeloupe
1685,U+1F1EC U+1F1F6,🇬🇶,,,,—,,,,—,—,—,—,flag: Equatorial Guinea
1686,U+1F1EC U+1F1F7,🇬🇷,,,,—,,,,—,—,—,—,flag: Greece
1687,U+1F1EC U+1F1F8,🇬🇸,,,,—,,,,—,—,—,—,flag: South Georgia & South Sandwich Islands
1688,U+1F1EC U+1F1F9,🇬🇹,,,,—,,,,—,—,—,—,flag: Guatemala
1689,U+1F1EC U+1F1FA,🇬🇺,,,,—,,,,—,—,—,—,flag: Guam
1690,U+1F1EC U+1F1FC,🇬🇼,,,,—,,,,—,—,—,—,flag: Guinea-Bissau
1691,U+1F1EC U+1F1FE,🇬🇾,,,,—,,,,—,—,—,—,flag: Guyana
1692,U+1F1ED U+1F1F0,🇭🇰,,,,—,,,,—,—,—,—,flag: Hong Kong SAR China
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1693,U+1F1ED U+1F1F2,🇭🇲,,,,—,,,,—,—,—,—,flag: Heard & McDonald Islands
1694,U+1F1ED U+1F1F3,🇭🇳,,,,—,,,,—,—,—,—,flag: Honduras
1695,U+1F1ED U+1F1F7,🇭🇷,,,,—,,,,—,—,—,—,flag: Croatia
1696,U+1F1ED U+1F1F9,🇭🇹,,,,—,,,,—,—,—,—,flag: Haiti
1697,U+1F1ED U+1F1FA,🇭🇺,,,,—,,,,—,—,—,—,flag: Hungary
1698,U+1F1EE U+1F1E8,🇮🇨,,,,—,,,,—,—,—,—,flag: Canary Islands
1699,U+1F1EE U+1F1E9,🇮🇩,,,,—,,,,—,—,—,—,flag: Indonesia
1700,U+1F1EE U+1F1EA,🇮🇪,,,,—,,,,—,—,—,—,flag: Ireland
1701,U+1F1EE U+1F1F1,🇮🇱,,,,—,,,,—,—,—,—,flag: Israel
1702,U+1F1EE U+1F1F2,🇮🇲,,,,—,,,,—,—,—,—,flag: Isle of Man
1703,U+1F1EE U+1F1F3,🇮🇳,,,,—,,,,—,—,—,—,flag: India
1704,U+1F1EE U+1F1F4,🇮🇴,,,,—,,,,—,—,—,—,flag: British Indian Ocean Territory
1705,U+1F1EE U+1F1F6,🇮🇶,,,,—,,,,—,—,—,—,flag: Iraq
1706,U+1F1EE U+1F1F7,🇮🇷,,,,—,,,,—,—,—,—,flag: Iran
1707,U+1F1EE U+1F1F8,🇮🇸,,,,—,,,,—,—,—,—,flag: Iceland
1708,U+1F1EE U+1F1F9,🇮🇹,,,,—,,,,,,—,,flag: Italy
1709,U+1F1EF U+1F1EA,🇯🇪,,,,—,,,,—,—,—,—,flag: Jersey
1710,U+1F1EF U+1F1F2,🇯🇲,,,,—,,,,—,—,—,—,flag: Jamaica
1711,U+1F1EF U+1F1F4,🇯🇴,,,,—,,,,—,—,—,—,flag: Jordan
1712,U+1F1EF U+1F1F5,🇯🇵,,,,—,,,,,,—,,flag: Japan
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1713,U+1F1F0 U+1F1EA,🇰🇪,,,,—,,,,—,—,—,—,flag: Kenya
1714,U+1F1F0 U+1F1EC,🇰🇬,,,,—,,,,—,—,—,—,flag: Kyrgyzstan
1715,U+1F1F0 U+1F1ED,🇰🇭,,,,—,,,,—,—,—,—,flag: Cambodia
1716,U+1F1F0 U+1F1EE,🇰🇮,,,,—,,,,—,—,—,—,flag: Kiribati
1717,U+1F1F0 U+1F1F2,🇰🇲,,,,—,,,,—,—,—,—,flag: Comoros
1718,U+1F1F0 U+1F1F3,🇰🇳,,,,—,,,,—,—,—,—,flag: St. Kitts & Nevis
1719,U+1F1F0 U+1F1F5,🇰🇵,,,,—,,,,—,—,—,—,flag: North Korea
1720,U+1F1F0 U+1F1F7,🇰🇷,,,,—,,,,,,—,,flag: South Korea
1721,U+1F1F0 U+1F1FC,🇰🇼,,,,—,,,,—,—,—,—,flag: Kuwait
1722,U+1F1F0 U+1F1FE,🇰🇾,,,,—,,,,—,—,—,—,flag: Cayman Islands
1723,U+1F1F0 U+1F1FF,🇰🇿,,,,—,,,,—,—,—,—,flag: Kazakhstan
1724,U+1F1F1 U+1F1E6,🇱🇦,,,,—,,,,—,—,—,—,flag: Laos
1725,U+1F1F1 U+1F1E7,🇱🇧,,,,—,,,,—,—,—,—,flag: Lebanon
1726,U+1F1F1 U+1F1E8,🇱🇨,,,,—,,,,—,—,—,—,flag: St. Lucia
1727,U+1F1F1 U+1F1EE,🇱🇮,,,,—,,,,—,—,—,—,flag: Liechtenstein
1728,U+1F1F1 U+1F1F0,🇱🇰,,,,—,,,,—,—,—,—,flag: Sri Lanka
1729,U+1F1F1 U+1F1F7,🇱🇷,,,,—,,,,—,—,—,—,flag: Liberia
1730,U+1F1F1 U+1F1F8,🇱🇸,,,,—,,,,—,—,—,—,flag: Lesotho
1731,U+1F1F1 U+1F1F9,🇱🇹,,,,—,,,,—,—,—,—,flag: Lithuania
1732,U+1F1F1 U+1F1FA,🇱🇺,,,,—,,,,—,—,—,—,flag: Luxembourg
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1733,U+1F1F1 U+1F1FB,🇱🇻,,,,—,,,,—,—,—,—,flag: Latvia
1734,U+1F1F1 U+1F1FE,🇱🇾,,,,—,,,,—,—,—,—,flag: Libya
1735,U+1F1F2 U+1F1E6,🇲🇦,,,,—,,,,—,—,—,—,flag: Morocco
1736,U+1F1F2 U+1F1E8,🇲🇨,,,,—,,,,—,—,—,—,flag: Monaco
1737,U+1F1F2 U+1F1E9,🇲🇩,,,,—,,,,—,—,—,—,flag: Moldova
1738,U+1F1F2 U+1F1EA,🇲🇪,,,,—,,,,—,—,—,—,flag: Montenegro
1739,U+1F1F2 U+1F1EB,🇲🇫,,,,—,,,,—,—,—,—,flag: St. Martin
1740,U+1F1F2 U+1F1EC,🇲🇬,,,,—,,,,—,—,—,—,flag: Madagascar
1741,U+1F1F2 U+1F1ED,🇲🇭,,,,—,,,,—,—,—,—,flag: Marshall Islands
1742,U+1F1F2 U+1F1F0,🇲🇰,,,,—,,,,—,—,—,—,flag: North Macedonia
1743,U+1F1F2 U+1F1F1,🇲🇱,,,,—,,,,—,—,—,—,flag: Mali
1744,U+1F1F2 U+1F1F2,🇲🇲,,,,—,,,,—,—,—,—,flag: Myanmar (Burma)
1745,U+1F1F2 U+1F1F3,🇲🇳,,,,—,,,,—,—,—,—,flag: Mongolia
1746,U+1F1F2 U+1F1F4,🇲🇴,,,,—,,,,—,—,—,—,flag: Macao SAR China
1747,U+1F1F2 U+1F1F5,🇲🇵,,,,—,,,,—,—,—,—,flag: Northern Mariana Islands
1748,U+1F1F2 U+1F1F6,🇲🇶,,,,—,,,,—,—,—,—,flag: Martinique
1749,U+1F1F2 U+1F1F7,🇲🇷,,,,—,,,,—,—,—,—,flag: Mauritania
1750,U+1F1F2 U+1F1F8,🇲🇸,,,,—,,,,—,—,—,—,flag: Montserrat
1751,U+1F1F2 U+1F1F9,🇲🇹,,,,—,,,,—,—,—,—,flag: Malta
1752,U+1F1F2 U+1F1FA,🇲🇺,,,,—,,,,—,—,—,—,flag: Mauritius
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1753,U+1F1F2 U+1F1FB,🇲🇻,,,,—,,,,—,—,—,—,flag: Maldives
1754,U+1F1F2 U+1F1FC,🇲🇼,,,,—,,,,—,—,—,—,flag: Malawi
1755,U+1F1F2 U+1F1FD,🇲🇽,,,,—,,,,—,—,—,—,flag: Mexico
1756,U+1F1F2 U+1F1FE,🇲🇾,,,,—,,,,—,—,—,—,flag: Malaysia
1757,U+1F1F2 U+1F1FF,🇲🇿,,,,—,,,,—,—,—,—,flag: Mozambique
1758,U+1F1F3 U+1F1E6,🇳🇦,,,,—,,,,—,—,—,—,flag: Namibia
1759,U+1F1F3 U+1F1E8,🇳🇨,,,,—,,,,—,—,—,—,flag: New Caledonia
1760,U+1F1F3 U+1F1EA,🇳🇪,,,,—,,,,—,—,—,—,flag: Niger
1761,U+1F1F3 U+1F1EB,🇳🇫,,,,—,,,,—,—,—,—,flag: Norfolk Island
1762,U+1F1F3 U+1F1EC,🇳🇬,,,,—,,,,—,—,—,—,flag: Nigeria
1763,U+1F1F3 U+1F1EE,🇳🇮,,,,—,,,,—,—,—,—,flag: Nicaragua
1764,U+1F1F3 U+1F1F1,🇳🇱,,,,—,,,,—,—,—,—,flag: Netherlands
1765,U+1F1F3 U+1F1F4,🇳🇴,,,,—,,,,—,—,—,—,flag: Norway
1766,U+1F1F3 U+1F1F5,🇳🇵,,,,—,,,,—,—,—,—,flag: Nepal
1767,U+1F1F3 U+1F1F7,🇳🇷,,,,—,,,,—,—,—,—,flag: Nauru
1768,U+1F1F3 U+1F1FA,🇳🇺,,,,—,,,,—,—,—,—,flag: Niue
1769,U+1F1F3 U+1F1FF,🇳🇿,,,,—,,,,—,—,—,—,flag: New Zealand
1770,U+1F1F4 U+1F1F2,🇴🇲,,,,—,,,,—,—,—,—,flag: Oman
1771,U+1F1F5 U+1F1E6,🇵🇦,,,,—,,,,—,—,—,—,flag: Panama
1772,U+1F1F5 U+1F1EA,🇵🇪,,,,—,,,,—,—,—,—,flag: Peru
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1773,U+1F1F5 U+1F1EB,🇵🇫,,,,—,,,,—,—,—,—,flag: French Polynesia
1774,U+1F1F5 U+1F1EC,🇵🇬,,,,—,,,,—,—,—,—,flag: Papua New Guinea
1775,U+1F1F5 U+1F1ED,🇵🇭,,,,—,,,,—,—,—,—,flag: Philippines
1776,U+1F1F5 U+1F1F0,🇵🇰,,,,—,,,,—,—,—,—,flag: Pakistan
1777,U+1F1F5 U+1F1F1,🇵🇱,,,,—,,,,—,—,—,—,flag: Poland
1778,U+1F1F5 U+1F1F2,🇵🇲,,,,—,,,,—,—,—,—,flag: St. Pierre & Miquelon
